candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
New.CleanUp.ReferenceOTU7160 2-A10_S106_L001_R1_001_4489066	440		2626509	90.20	440
New.CleanUp.ReferenceOTU7162 1-F12_S72_L001_R1_001_1352331	440		193666	95.70	440
New.CleanUp.ReferenceOTU7164 2-H7_S187_L001_R1_001_253320	440		193666	93.40	440
New.CleanUp.ReferenceOTU7165 2-H8_S188_L001_R1_001_2500850	440		327358	86.60	440
New.CleanUp.ReferenceOTU7167 2-A9_S105_L001_R1_001_2405253	466		179663	88.60	466
New.CleanUp.ReferenceOTU7169 1-D7_S43_L001_R1_001_3351109	465		215040	88.20	465
New.CleanUp.ReferenceOTU717 1-G2_S74_L001_R1_001_3552265	460		183870	88.90	460
New.CleanUp.ReferenceOTU7171 2-F7_S163_L001_R1_001_2917773	460		2594571	86.70	460
New.CleanUp.ReferenceOTU7172 2-A8_S104_L001_R1_001_2946744	440		193666	93.90	440
New.CleanUp.ReferenceOTU7173 1-D10_S46_L001_R1_001_4076679	440		851865	96.80	440
New.CleanUp.ReferenceOTU7175 1-D8_S44_L001_R1_001_1513381	440		512191	92.50	440
New.CleanUp.ReferenceOTU7177 2-F7_S163_L001_R1_001_2930201	440		197460	92.70	440
New.CleanUp.ReferenceOTU718 2-F7_S163_L001_R1_001_2910118	459		194286	91.90	459
New.CleanUp.ReferenceOTU7180 2-A7_S103_L001_R1_001_318168	442		2626509	92.10	442
New.CleanUp.ReferenceOTU7181 2-E5_S149_L001_R1_001_2868613	441		157382	91.60	441
New.CleanUp.ReferenceOTU7184 2-D3_S135_L001_R1_001_164593	466		333042	85.40	466
New.CleanUp.ReferenceOTU7185 2-B7_S115_L001_R1_001_999681	442		183107	94.80	442
New.CleanUp.ReferenceOTU7186 2-B11_S119_L001_R1_001_4196227	461		183870	84.40	461
New.CleanUp.ReferenceOTU7187 2-E6_S150_L001_R1_001_2015607	460		851822	89.80	460
New.CleanUp.ReferenceOTU7188 1-B1_S13_L001_R1_001_1603400	440		311952	92.30	440
New.CleanUp.ReferenceOTU7189 2-H8_S188_L001_R1_001_2495249	460		2594571	88.30	460
New.CleanUp.ReferenceOTU719 2-E7_S151_L001_R1_001_2418303	460		183870	86.10	460
New.CleanUp.ReferenceOTU7190 1-D4_S40_L001_R1_001_3173435	465		4378109	87.50	465
New.CleanUp.ReferenceOTU7191 1-E1_S49_L001_R1_001_3921029	440		197460	93.60	440
New.CleanUp.ReferenceOTU7193 1-C1_S25_L001_R1_001_2269396	441		297872	94.60	441
New.CleanUp.ReferenceOTU7194 1-B9_S21_L001_R1_001_4096605	440		261016	93.00	440
New.CleanUp.ReferenceOTU72 2-C3_S123_L001_R1_001_2304890	442		2626509	94.30	442
New.CleanUp.ReferenceOTU7200 2-C12_S132_L001_R1_001_4155176	465		641927	84.30	465
New.CleanUp.ReferenceOTU7202 1-H9_S93_L001_R1_001_922426	466		192234	86.70	466
New.CleanUp.ReferenceOTU7204 1-G10_S82_L001_R1_001_2390842	460		2594571	87.00	460
New.CleanUp.ReferenceOTU7205 2-B12_S120_L001_R1_001_141006	440		157054	96.80	440
New.CleanUp.ReferenceOTU7206 1-A4_S4_L001_R1_001_2530567	465		313701	87.50	465
New.CleanUp.ReferenceOTU7207 2-A11_S107_L001_R1_001_1627166	439		589920	88.80	439
New.CleanUp.ReferenceOTU7210 1-A10_S10_L001_R1_001_2972358	459		303326	88.20	459
New.CleanUp.ReferenceOTU7212 1-C12_S36_L001_R1_001_4006081	460		851822	90.20	460
New.CleanUp.ReferenceOTU7214 1-C7_S31_L001_R1_001_4128278	460		552779	97.60	460
New.CleanUp.ReferenceOTU7216 2-E3_S147_L001_R1_001_686305	466		183870	85.40	466
New.CleanUp.ReferenceOTU7217 2-H4_S184_L001_R1_001_1838142	440		4348122	87.70	440
New.CleanUp.ReferenceOTU7219 1-B1_S13_L001_R1_001_1623232	460		183870	96.10	460
New.CleanUp.ReferenceOTU7228 2-F1_S157_L001_R1_001_2083501	460		197393	82.60	460
New.CleanUp.ReferenceOTU723 2-D7_S139_L001_R1_001_4507664	460		158415	85.20	460
New.CleanUp.ReferenceOTU7232 1-G6_S78_L001_R1_001_4396160	440		197460	92.50	440
New.CleanUp.ReferenceOTU7233 2-E12_S156_L001_R1_001_3819176	464		192222	84.50	464
New.CleanUp.ReferenceOTU7234 1-A1_S1_L001_R1_001_2462987	466		552779	86.70	466
New.CleanUp.ReferenceOTU7238 1-F1_S61_L001_R1_001_1463321	440		183107	95.70	440
New.CleanUp.ReferenceOTU7239 2-A1_S97_L001_R1_001_1169362	440		287907	91.60	440
New.CleanUp.ReferenceOTU7240 1-H11_S95_L001_R1_001_1491203	440		297872	94.10	440
New.CleanUp.ReferenceOTU7246 1-E10_S58_L001_R1_001_2751218	443		199568	97.70	443
New.CleanUp.ReferenceOTU7248 2-C1_S121_L001_R1_001_798478	359	No search results.
New.CleanUp.ReferenceOTU7249 2-A10_S106_L001_R1_001_4486644	465		289174	91.80	465
New.CleanUp.ReferenceOTU7251 1-H4_S88_L001_R1_001_4729507	443		194286	87.10	443
New.CleanUp.ReferenceOTU7257 1-B1_S13_L001_R1_001_1590372	443		176582	91.20	443
New.CleanUp.ReferenceOTU7258 1-A2_S2_L001_R1_001_1959460	447		529442	86.10	447
New.CleanUp.ReferenceOTU7259 1-H2_S86_L001_R1_001_3207822	460		183870	91.70	460
New.CleanUp.ReferenceOTU726 2-B7_S115_L001_R1_001_1006854	460		183870	86.30	460
New.CleanUp.ReferenceOTU7261 2-F2_S158_L001_R1_001_4233633	460		183870	94.80	460
New.CleanUp.ReferenceOTU7262 2-B6_S114_L001_R1_001_311176	460		4360218	83.70	460
New.CleanUp.ReferenceOTU7266 2-C7_S127_L001_R1_001_967504	465		193666	84.30	465
New.CleanUp.ReferenceOTU7268 2-E1_S145_L001_R1_001_836093	460		194286	92.80	460
New.CleanUp.ReferenceOTU7273 2-H4_S184_L001_R1_001_1839638	440		289407	91.10	440
New.CleanUp.ReferenceOTU7274 1-A8_S8_L001_R1_001_277046	460		2594571	89.80	460
New.CleanUp.ReferenceOTU7276 2-B12_S120_L001_R1_001_142938	440		311952	93.00	440
New.CleanUp.ReferenceOTU7277 2-G8_S176_L001_R1_001_4261706	460		851822	91.50	460
New.CleanUp.ReferenceOTU7281 1-C9_S33_L001_R1_001_2620382	460		325539	84.60	460
New.CleanUp.ReferenceOTU7286 2-H8_S188_L001_R1_001_2521714	440		4413256	87.00	440
New.CleanUp.ReferenceOTU7287 2-G10_S178_L001_R1_001_176915	441		293471	90.00	441
New.CleanUp.ReferenceOTU7289 2-C4_S124_L001_R1_001_1559297	460		1839271	82.20	460
New.CleanUp.ReferenceOTU729 1-A10_S10_L001_R1_001_2980106	440		294169	90.00	440
New.CleanUp.ReferenceOTU7292 2-C4_S124_L001_R1_001_1586571	465		271799	86.70	465
New.CleanUp.ReferenceOTU7293 1-H1_S85_L001_R1_001_2698204	442		215040	90.30	442
New.CleanUp.ReferenceOTU7298 2-D7_S139_L001_R1_001_4529675	460		197460	85.90	460
New.CleanUp.ReferenceOTU73 2-H10_S190_L001_R1_001_3036959	460		183870	88.00	460
New.CleanUp.ReferenceOTU7301 1-E10_S58_L001_R1_001_2754534	449		1839271	88.60	449
New.CleanUp.ReferenceOTU7302 2-H4_S184_L001_R1_001_1852859	443		333042	90.10	443
New.CleanUp.ReferenceOTU7304 2-H4_S184_L001_R1_001_1859803	440		297872	94.10	440
New.CleanUp.ReferenceOTU7305 2-B1_S109_L001_R1_001_3888167	440		182630	92.00	440
New.CleanUp.ReferenceOTU7307 2-A4_S100_L001_R1_001_475883	440		158415	90.50	440
New.CleanUp.ReferenceOTU7312 2-H10_S190_L001_R1_001_3041139	439		183107	89.50	439
New.CleanUp.ReferenceOTU7314 1-C11_S35_L001_R1_001_4656653	440		193666	92.50	440
New.CleanUp.ReferenceOTU7315 1-B12_S24_L001_R1_001_2149313	372	No search results.
New.CleanUp.ReferenceOTU7317 2-B10_S118_L001_R1_001_2830396	460		180127	84.60	460
New.CleanUp.ReferenceOTU7321 2-C4_S124_L001_R1_001_1583272	393	No search results.
New.CleanUp.ReferenceOTU7322 2-C7_S127_L001_R1_001_961984	460		179663	85.90	460
New.CleanUp.ReferenceOTU7327 2-D10_S142_L001_R1_001_1227727	459		235800	83.00	459
New.CleanUp.ReferenceOTU733 1-A11_S11_L001_R1_001_1025812	460		529442	89.60	460
New.CleanUp.ReferenceOTU7330 2-B4_S112_L001_R1_001_1691124	441		567229	89.10	441
New.CleanUp.ReferenceOTU7332 1-G1_S73_L001_R1_001_3305726	441		193666	93.90	441
New.CleanUp.ReferenceOTU7334 2-G1_S169_L001_R1_001_4557388	447		181532	87.90	447
New.CleanUp.ReferenceOTU7335 2-C6_S126_L001_R1_001_3371337	460		297872	83.50	460
New.CleanUp.ReferenceOTU7336 2-G7_S175_L001_R1_001_4588345	460		197393	82.60	460
New.CleanUp.ReferenceOTU7337 1-H11_S95_L001_R1_001_1489749	465		192234	87.10	465
New.CleanUp.ReferenceOTU7338 1-F2_S62_L001_R1_001_3002838	460		851822	90.90	460
New.CleanUp.ReferenceOTU7339 1-E10_S58_L001_R1_001_2765258	460		183870	90.20	460
New.CleanUp.ReferenceOTU7341 1-F1_S61_L001_R1_001_1447942	440		297872	94.80	440
New.CleanUp.ReferenceOTU7347 2-D2_S134_L001_R1_001_578410	460		194286	89.10	460
New.CleanUp.ReferenceOTU7348 2-G11_S179_L001_R1_001_3514131	440		341823	93.40	440
New.CleanUp.ReferenceOTU7349 1-F11_S71_L001_R1_001_2065567	460		183870	91.30	460
New.CleanUp.ReferenceOTU7350 2-D10_S142_L001_R1_001_1236414	440		303574	91.10	440
New.CleanUp.ReferenceOTU7353 1-F9_S69_L001_R1_001_1140543	440		3576145	88.40	440
New.CleanUp.ReferenceOTU7354 2-E6_S150_L001_R1_001_1999479	440		851865	91.80	440
New.CleanUp.ReferenceOTU7355 2-F8_S164_L001_R1_001_1713582	460		183870	91.10	460
New.CleanUp.ReferenceOTU7359 2-E6_S150_L001_R1_001_2012803	51	No search results.
New.CleanUp.ReferenceOTU7362 1-F1_S61_L001_R1_001_1459660	460		183870	90.40	460
New.CleanUp.ReferenceOTU7363 1-F7_S67_L001_R1_001_3687435	443		290018	93.70	443
New.CleanUp.ReferenceOTU7367 1-E6_S54_L001_R1_001_2603410	460		1839271	83.30	460
New.CleanUp.ReferenceOTU7369 1-H7_S91_L001_R1_001_4465328	443		290018	89.40	443
New.CleanUp.ReferenceOTU737 2-E12_S156_L001_R1_001_3781865	465		715138	84.10	465
New.CleanUp.ReferenceOTU7371 2-E6_S150_L001_R1_001_1993212	460		324328	83.70	460
New.CleanUp.ReferenceOTU7373 2-F12_S168_L001_R1_001_3724429	440		512191	94.10	440
New.CleanUp.ReferenceOTU7378 1-D9_S45_L001_R1_001_4102616	460		527437	84.80	460
New.CleanUp.ReferenceOTU7379 1-C12_S36_L001_R1_001_3993635	440		851865	94.30	440
New.CleanUp.ReferenceOTU7380 2-G3_S171_L001_R1_001_1972308	465		350681	87.50	465
New.CleanUp.ReferenceOTU7382 1-B9_S21_L001_R1_001_4093728	459		183870	88.90	459
New.CleanUp.ReferenceOTU7383 1-G4_S76_L001_R1_001_1537775	460		183870	95.00	460
New.CleanUp.ReferenceOTU7385 1-E10_S58_L001_R1_001_2769955	440		851865	96.80	440
New.CleanUp.ReferenceOTU7387 2-E9_S153_L001_R1_001_565533	440		311952	89.50	440
New.CleanUp.ReferenceOTU7388 1-D1_S37_L001_R1_001_656370	460		194286	91.30	460
New.CleanUp.ReferenceOTU7389 2-D3_S135_L001_R1_001_159978	460		527437	83.70	460
New.CleanUp.ReferenceOTU7391 2-F7_S163_L001_R1_001_2919691	460		341023	83.50	460
New.CleanUp.ReferenceOTU7397 1-C9_S33_L001_R1_001_2618332	466		215040	87.10	466
New.CleanUp.ReferenceOTU74 1-F10_S70_L001_R1_001_4421905	465		529442	83.20	465
New.CleanUp.ReferenceOTU740 2-F4_S160_L001_R1_001_2806338	460		529442	83.70	460
New.CleanUp.ReferenceOTU7400 2-E4_S148_L001_R1_001_734904	162	No search results.
New.CleanUp.ReferenceOTU7401 2-A9_S105_L001_R1_001_2403563	465		215040	87.70	465
New.CleanUp.ReferenceOTU7402 1-A9_S9_L001_R1_001_3902550	439		4434334	94.80	439
New.CleanUp.ReferenceOTU7403 2-B2_S110_L001_R1_001_444239	443		183870	88.00	443
New.CleanUp.ReferenceOTU7405 1-E10_S58_L001_R1_001_2748112	440		311952	91.40	440
New.CleanUp.ReferenceOTU7407 1-B1_S13_L001_R1_001_1596113	464		755474	95.90	464
New.CleanUp.ReferenceOTU7411 2-C1_S121_L001_R1_001_802325	442		4426850	89.80	442
New.CleanUp.ReferenceOTU7413 1-E12_S60_L001_R1_001_2176011	443		325539	90.50	443
New.CleanUp.ReferenceOTU7414 2-G8_S176_L001_R1_001_4283511	460		183870	90.70	460
New.CleanUp.ReferenceOTU7416 1-C1_S25_L001_R1_001_2266539	444	No search results.
New.CleanUp.ReferenceOTU7418 1-H1_S85_L001_R1_001_2690759	440		181121	92.50	440
New.CleanUp.ReferenceOTU7421 2-G12_S180_L001_R1_001_3821877	395	No search results.
New.CleanUp.ReferenceOTU7422 2-A10_S106_L001_R1_001_4505245	460		183870	92.40	460
New.CleanUp.ReferenceOTU7424 2-F3_S159_L001_R1_001_1164291	440		197460	96.60	440
New.CleanUp.ReferenceOTU7426 2-E12_S156_L001_R1_001_3818410	440		522863	91.80	440
New.CleanUp.ReferenceOTU7427 1-B10_S22_L001_R1_001_1124026	460		183870	95.20	460
New.CleanUp.ReferenceOTU7430 2-F11_S167_L001_R1_001_29039	440		197460	92.30	440
New.CleanUp.ReferenceOTU7432 2-H11_S191_L001_R1_001_3260911	440		190251	92.50	440
New.CleanUp.ReferenceOTU7433 1-G8_S80_L001_R1_001_215726	460		529442	89.30	460
New.CleanUp.ReferenceOTU7436 1-B3_S15_L001_R1_001_1256007	438		869796	90.20	438
New.CleanUp.ReferenceOTU7437 2-C3_S123_L001_R1_001_2300517	460		851822	90.40	460
New.CleanUp.ReferenceOTU7438 2-B4_S112_L001_R1_001_1692315	442		589358	85.30	442
New.CleanUp.ReferenceOTU7439 2-E8_S152_L001_R1_001_1922865	460		4348122	95.00	460
New.CleanUp.ReferenceOTU7440 2-C1_S121_L001_R1_001_780211	440		197460	93.60	440
New.CleanUp.ReferenceOTU7443 1-H3_S87_L001_R1_001_610104	465		4295019	87.10	465
New.CleanUp.ReferenceOTU7448 1-G12_S84_L001_R1_001_2738952	465		559954	89.50	465
New.CleanUp.ReferenceOTU745 1-A3_S3_L001_R1_001_1931123	440		4434334	88.20	440
New.CleanUp.ReferenceOTU7455 1-E3_S51_L001_R1_001_1822564	443		309099	90.50	443
New.CleanUp.ReferenceOTU7458 2-B5_S113_L001_R1_001_1207586	440		350681	93.20	440
New.CleanUp.ReferenceOTU7460 2-A10_S106_L001_R1_001_4503163	199	No search results.
New.CleanUp.ReferenceOTU7463 2-F7_S163_L001_R1_001_2909063	443		3302038	90.70	443
New.CleanUp.ReferenceOTU7464 2-D11_S143_L001_R1_001_3626854	388	No search results.
New.CleanUp.ReferenceOTU7466 2-C7_S127_L001_R1_001_963432	458	No search results.
New.CleanUp.ReferenceOTU7467 1-G6_S78_L001_R1_001_4403303	460		183870	93.00	460
New.CleanUp.ReferenceOTU7468 1-G8_S80_L001_R1_001_229354	440		512191	95.20	440
New.CleanUp.ReferenceOTU7469 1-H8_S92_L001_R1_001_1095270	460		529442	91.30	460
New.CleanUp.ReferenceOTU7470 1-H12_S96_L001_R1_001_1942278	460		4348122	93.50	460
New.CleanUp.ReferenceOTU7475 2-E4_S148_L001_R1_001_716011	465		183870	82.20	465
New.CleanUp.ReferenceOTU7477 1-D11_S47_L001_R1_001_2237263	595	No search results.
New.CleanUp.ReferenceOTU7478 1-G8_S80_L001_R1_001_226583	440		529506	92.70	440
New.CleanUp.ReferenceOTU7479 2-E12_S156_L001_R1_001_3816455	460		4360218	83.30	460
New.CleanUp.ReferenceOTU748 2-F10_S166_L001_R1_001_1399944	460		324328	81.30	460
New.CleanUp.ReferenceOTU7482 2-D7_S139_L001_R1_001_4514955	440		193666	94.10	440
New.CleanUp.ReferenceOTU7483 1-G5_S77_L001_R1_001_1297696	441		279306	92.10	441
New.CleanUp.ReferenceOTU7484 2-E9_S153_L001_R1_001_562161	441		293471	90.90	441
New.CleanUp.ReferenceOTU7485 1-D9_S45_L001_R1_001_4103709	388		215040	88.40	388
New.CleanUp.ReferenceOTU7487 1-G2_S74_L001_R1_001_3545685	460		183870	89.60	460
New.CleanUp.ReferenceOTU7489 1-G7_S79_L001_R1_001_2031365	460		183870	93.30	460
New.CleanUp.ReferenceOTU7493 2-E12_S156_L001_R1_001_3813839	439		180402	88.60	439
New.CleanUp.ReferenceOTU7494 2-E5_S149_L001_R1_001_2870026	464		559954	84.90	464
New.CleanUp.ReferenceOTU7496 2-C2_S122_L001_R1_001_4043305	440		183107	94.10	440
New.CleanUp.ReferenceOTU7504 2-D8_S140_L001_R1_001_3096927	442		341023	92.10	442
New.CleanUp.ReferenceOTU7508 2-B4_S112_L001_R1_001_1670062	441		183870	85.30	441
New.CleanUp.ReferenceOTU7510 2-B3_S111_L001_R1_001_4772736	466		215040	86.50	466
New.CleanUp.ReferenceOTU7512 2-G12_S180_L001_R1_001_3821693	460		183870	92.20	460
New.CleanUp.ReferenceOTU7514 2-B9_S117_L001_R1_001_881003	459		309693	89.30	459
New.CleanUp.ReferenceOTU7515 1-D7_S43_L001_R1_001_3356694	460		4348122	92.80	460
New.CleanUp.ReferenceOTU7516 2-F3_S159_L001_R1_001_1159686	442		3027156	93.20	442
New.CleanUp.ReferenceOTU7521 2-G10_S178_L001_R1_001_190994	440		294709	94.30	440
New.CleanUp.ReferenceOTU7522 2-B7_S115_L001_R1_001_978284	454	No search results.
New.CleanUp.ReferenceOTU7527 2-B9_S117_L001_R1_001_874060	442		192701	87.80	442
New.CleanUp.ReferenceOTU7528 1-D1_S37_L001_R1_001_637023	460		183870	88.50	460
New.CleanUp.ReferenceOTU753 2-D9_S141_L001_R1_001_1771803	440		311952	92.50	440
New.CleanUp.ReferenceOTU7531 2-G7_S175_L001_R1_001_4590988	440		297872	94.30	440
New.CleanUp.ReferenceOTU7533 1-H4_S88_L001_R1_001_4720732	460		194286	91.30	460
New.CleanUp.ReferenceOTU7534 2-G3_S171_L001_R1_001_1977368	466		250269	81.80	466
New.CleanUp.ReferenceOTU7536 2-E4_S148_L001_R1_001_725225	460		529442	85.90	460
New.CleanUp.ReferenceOTU7539 1-B12_S24_L001_R1_001_2132178	465		185670	88.80	465
New.CleanUp.ReferenceOTU7540 1-D8_S44_L001_R1_001_1517382	460		183870	91.30	460
New.CleanUp.ReferenceOTU7541 1-H2_S86_L001_R1_001_3224209	460		183870	95.00	460
New.CleanUp.ReferenceOTU7543 2-E10_S154_L001_R1_001_3474926	460		4348122	93.30	460
New.CleanUp.ReferenceOTU7546 2-C3_S123_L001_R1_001_2301366	460		527437	91.70	460
New.CleanUp.ReferenceOTU7547 2-F10_S166_L001_R1_001_1424451	460		529442	88.00	460
New.CleanUp.ReferenceOTU7549 2-B10_S118_L001_R1_001_2846073	466		715138	91.60	466
New.CleanUp.ReferenceOTU7558 2-E12_S156_L001_R1_001_3815024	460		194286	89.10	460
New.CleanUp.ReferenceOTU7559 2-E7_S151_L001_R1_001_2450463	460		183870	97.00	460
New.CleanUp.ReferenceOTU7560 1-B12_S24_L001_R1_001_2121181	460		178438	85.40	460
New.CleanUp.ReferenceOTU7561 2-C7_S127_L001_R1_001_941556	460		183870	91.70	460
New.CleanUp.ReferenceOTU7566 2-B8_S116_L001_R1_001_549211	443		2626509	92.30	443
New.CleanUp.ReferenceOTU757 2-E10_S154_L001_R1_001_3458834	461		529442	87.40	461
New.CleanUp.ReferenceOTU7572 1-F6_S66_L001_R1_001_113232	440		193666	94.10	440
New.CleanUp.ReferenceOTU7573 2-D11_S143_L001_R1_001_3615644	195	No search results.
New.CleanUp.ReferenceOTU7574 2-B12_S120_L001_R1_001_146482	460		4360218	85.40	460
New.CleanUp.ReferenceOTU7575 1-H5_S89_L001_R1_001_3727532	443		185670	89.60	443
New.CleanUp.ReferenceOTU7576 1-D2_S38_L001_R1_001_3584539	465		512191	86.00	465
New.CleanUp.ReferenceOTU7578 1-F7_S67_L001_R1_001_3682459	460		183870	93.70	460
New.CleanUp.ReferenceOTU7579 1-B9_S21_L001_R1_001_4092559	595	No search results.
New.CleanUp.ReferenceOTU7580 1-G7_S79_L001_R1_001_2026553	425		183870	94.40	425
New.CleanUp.ReferenceOTU7581 1-C12_S36_L001_R1_001_3991381	460		4331006	90.90	460
New.CleanUp.ReferenceOTU7584 2-C6_S126_L001_R1_001_3386025	460		197393	83.00	460
New.CleanUp.ReferenceOTU7585 1-C9_S33_L001_R1_001_2617200	466		192234	87.60	466
New.CleanUp.ReferenceOTU7590 2-C7_S127_L001_R1_001_942664	440		183107	91.40	440
New.CleanUp.ReferenceOTU7592 1-G12_S84_L001_R1_001_2741639	466		1086672	86.90	466
New.CleanUp.ReferenceOTU7593 1-F8_S68_L001_R1_001_2216649	440		311952	89.10	440
New.CleanUp.ReferenceOTU7596 2-E12_S156_L001_R1_001_3803109	388		215040	85.10	388
New.CleanUp.ReferenceOTU7599 2-F10_S166_L001_R1_001_1399226	442		518033	88.90	442
New.CleanUp.ReferenceOTU7600 1-E6_S54_L001_R1_001_2599425	443		179663	93.50	443
New.CleanUp.ReferenceOTU7603 1-E7_S55_L001_R1_001_760957	440		290018	92.50	440
New.CleanUp.ReferenceOTU7607 2-F8_S164_L001_R1_001_1738098	595	No search results.
New.CleanUp.ReferenceOTU7611 2-G5_S173_L001_R1_001_2361880	443		301630	93.00	443
New.CleanUp.ReferenceOTU7614 2-C8_S128_L001_R1_001_513201	415	No search results.
New.CleanUp.ReferenceOTU7615 1-G3_S75_L001_R1_001_4669240	386	No search results.
New.CleanUp.ReferenceOTU7616 1-C12_S36_L001_R1_001_4014850	460		551008	88.90	460
New.CleanUp.ReferenceOTU7617 2-C10_S130_L001_R1_001_2903244	460		851822	88.00	460
New.CleanUp.ReferenceOTU7618 1-E10_S58_L001_R1_001_2762285	444		303937	93.00	444
New.CleanUp.ReferenceOTU7619 2-G9_S177_L001_R1_001_1314175	465		1668820	94.20	465
New.CleanUp.ReferenceOTU7620 1-G2_S74_L001_R1_001_3543029	465		271799	87.50	465
New.CleanUp.ReferenceOTU7628 1-H2_S86_L001_R1_001_3204164	460		194286	91.50	460
New.CleanUp.ReferenceOTU7629 2-D11_S143_L001_R1_001_3617657	465		559954	88.40	465
New.CleanUp.ReferenceOTU7630 1-F5_S65_L001_R1_001_66771	443		337993	95.50	443
New.CleanUp.ReferenceOTU7631 2-F12_S168_L001_R1_001_3711744	446		234298	84.30	446
New.CleanUp.ReferenceOTU7632 2-E1_S145_L001_R1_001_859410	460		183870	94.60	460
New.CleanUp.ReferenceOTU7634 2-H1_S181_L001_R1_001_3423825	440		183107	89.50	440
New.CleanUp.ReferenceOTU7636 1-G12_S84_L001_R1_001_2720582	465		844103	89.90	465
New.CleanUp.ReferenceOTU7637 1-D1_S37_L001_R1_001_637680	440		192701	89.30	440
New.CleanUp.ReferenceOTU7638 2-D5_S137_L001_R1_001_36495	465		176582	86.20	465
New.CleanUp.ReferenceOTU7639 1-H4_S88_L001_R1_001_4743834	444		185670	95.00	444
New.CleanUp.ReferenceOTU7643 2-B8_S116_L001_R1_001_516513	460		183870	93.00	460
New.CleanUp.ReferenceOTU7645 1-C2_S26_L001_R1_001_4313781	465		271799	87.30	465
New.CleanUp.ReferenceOTU7647 2-G6_S174_L001_R1_001_1052015	460		183870	87.20	460
New.CleanUp.ReferenceOTU7648 1-H4_S88_L001_R1_001_4717849	441		261016	91.20	441
New.CleanUp.ReferenceOTU7649 1-G8_S80_L001_R1_001_230008	460		183870	90.40	460
New.CleanUp.ReferenceOTU765 1-G2_S74_L001_R1_001_3547728	440		327358	87.00	440
New.CleanUp.ReferenceOTU7650 2-B3_S111_L001_R1_001_4752835	442		182420	89.60	442
New.CleanUp.ReferenceOTU7653 2-D1_S133_L001_R1_001_4351646	466		289174	91.20	466
New.CleanUp.ReferenceOTU7654 1-H2_S86_L001_R1_001_3198108	460		183870	92.80	460
New.CleanUp.ReferenceOTU7655 1-D9_S45_L001_R1_001_4105395	440		183107	91.60	440
New.CleanUp.ReferenceOTU7657 1-F10_S70_L001_R1_001_4416884	460		183870	91.10	460
New.CleanUp.ReferenceOTU7658 2-F4_S160_L001_R1_001_2780362	440		193666	95.70	440
New.CleanUp.ReferenceOTU7659 1-C7_S31_L001_R1_001_4140850	460		183870	92.60	460
New.CleanUp.ReferenceOTU766 1-C6_S30_L001_R1_001_3134221	460		4348122	91.10	460
New.CleanUp.ReferenceOTU7661 2-E4_S148_L001_R1_001_713288	443		303571	88.50	443
New.CleanUp.ReferenceOTU767 1-C6_S30_L001_R1_001_3134227	373		306695	84.50	373
New.CleanUp.ReferenceOTU7676 1-E12_S60_L001_R1_001_2179634	440		216888	94.50	440
New.CleanUp.ReferenceOTU7677 2-B9_S117_L001_R1_001_879379	460		851822	90.00	460
New.CleanUp.ReferenceOTU7679 1-D1_S37_L001_R1_001_637974	460		183870	92.20	460
New.CleanUp.ReferenceOTU7680 1-B11_S23_L001_R1_001_3763970	465		339685	91.00	465
New.CleanUp.ReferenceOTU7681 1-A1_S1_L001_R1_001_2488246	439		294169	88.80	439
New.CleanUp.ReferenceOTU7683 1-B8_S20_L001_R1_001_348027	460		289174	87.40	460
New.CleanUp.ReferenceOTU7685 1-C3_S27_L001_R1_001_1120338	440		183107	95.90	440
New.CleanUp.ReferenceOTU7686 1-C1_S25_L001_R1_001_2284603	460		297872	84.30	460
New.CleanUp.ReferenceOTU7688 2-C4_S124_L001_R1_001_1580253	460		183870	95.90	460
New.CleanUp.ReferenceOTU7690 2-B10_S118_L001_R1_001_2842866	460		183870	89.80	460
New.CleanUp.ReferenceOTU7693 2-C12_S132_L001_R1_001_4153396	440		851865	95.90	440
New.CleanUp.ReferenceOTU7696 1-F7_S67_L001_R1_001_3681906	465		215040	90.50	465
New.CleanUp.ReferenceOTU7698 2-E12_S156_L001_R1_001_3779126	440		4434579	89.30	440
New.CleanUp.ReferenceOTU770 1-G1_S73_L001_R1_001_3328401	441		183870	94.60	441
New.CleanUp.ReferenceOTU7700 2-E4_S148_L001_R1_001_742882	450		174924	88.90	450
New.CleanUp.ReferenceOTU7703 2-D11_S143_L001_R1_001_3610967	440		851865	94.50	440
New.CleanUp.ReferenceOTU7705 1-D9_S45_L001_R1_001_4109738	442		215040	87.10	442
New.CleanUp.ReferenceOTU7707 2-A11_S107_L001_R1_001_1638092	595	No search results.
New.CleanUp.ReferenceOTU7708 1-C12_S36_L001_R1_001_4014706	440		851865	94.50	440
New.CleanUp.ReferenceOTU7712 1-G1_S73_L001_R1_001_3336117	460		4407763	87.00	460
New.CleanUp.ReferenceOTU7713 2-E1_S145_L001_R1_001_844029	440		193666	93.90	440
New.CleanUp.ReferenceOTU7715 1-F6_S66_L001_R1_001_119255	460		4331006	91.50	460
New.CleanUp.ReferenceOTU7717 1-F12_S72_L001_R1_001_1348789	411		234298	85.90	411
New.CleanUp.ReferenceOTU7718 2-F1_S157_L001_R1_001_2103788	440		194286	86.10	440
New.CleanUp.ReferenceOTU7721 1-C1_S25_L001_R1_001_2261144	460		192234	85.70	460
New.CleanUp.ReferenceOTU7723 1-G11_S83_L001_R1_001_383874	440		3931706	95.50	440
